,Power
5272,575
5273,1236
5274,631
5275,1178
5276,795
5277,1082
5278,918
5279,987
5280,997
5281,1170
5282,1104
5283,986
5284,1339
5285,621
5286,1299
5287,431
5288,547
5289,1570
5290,2298
5291,2175
5292,3246
5293,3438
5294,341
5295,2986
5296,1733
5297,1092
5298,1364
5299,1074
5300,1342
5301,1169
5302,815
5303,704
5304,736
5305,1006
5306,1047
5307,1336
5308,755
5309,1381
5310,757
5311,1269
5312,1183
5313,684
5314,3905
5315,919
5316,1823
5317,4474
5318,1309
5319,2884
5320,1454
5321,1290
5322,1168
5323,526
5324,1542
5325,815
5326,791
5327,1264
5328,1334
5329,458
5330,1643
5331,851
5332,652
5333,737
5334,926
5335,1135
5336,1057
5337,215
5338,841
5339,2930
5340,3570
5341,2955
5342,1540
5343,1704
5344,2069
5345,1163
5346,778
5347,747
5348,342
5349,691
5350,1184
5351,993
5352,972
5353,946
5354,1452
5355,1898
5356,1250
5357,1013
5358,1243
5359,1216
5360,586
5361,1530
5362,2219
5363,3782
5364,2002
5365,1809
5366,474
5367,-1269
5368,1543
5369,829
5370,1171
5371,781
5372,1075
5373,1079
5374,1022
5375,1241
5376,877
5377,674
5378,1187
5379,712
5380,1121
5381,1038
5382,702
5383,682
5384,730
5385,1077
5386,1115
5387,1039
5388,2538
5389,1607
5390,529
5391,2740
5392,2467
5393,1602
5394,1278
5395,985
5396,443
5397,919
5398,1077
5399,762
5400,694
5401,522
5402,747
5403,831
5404,879
5405,508
5406,782
5407,1050
5408,1015
5409,1271
5410,1855
5411,2726
5412,2084
5413,540
5414,-97
5415,1726
5416,2512
5417,367
5418,599
5419,1006
5420,1121
5421,529
5422,665
5423,1006
5424,429
5425,941
5426,823
5427,508
5428,658
5429,1128
5430,609
5431,827
5432,990
5433,1363
5434,2888
5435,2534
5436,2654
5437,5371
5438,2802
5439,1762
5440,184
5441,1365
5442,877
5443,1153
5444,658
5445,647
5446,1015
5447,734
5448,1449
5449,534
5450,1315
5451,1249
5452,698
5453,1289
5454,1055
5455,334
5456,1095
5457,1662
5458,-14
5459,1453
5460,444
5461,3536
5462,1501
5463,1846
5464,1078
5465,1084
5466,589
5467,1143
5468,938
5469,1264
5470,921
5471,1355
5472,1074
5473,444
5474,1216
5475,477
5476,769
5477,1320
5478,586
5479,1001
5480,529
5481,839
5482,-984
5483,586
5484,306
5485,1848
5486,4043
5487,905
5488,556
5489,650
5490,969
5491,1370
5492,959
5493,1051
5494,991
5495,889
5496,1312
5497,681
5498,867
5499,421
5500,1128
5501,1294
5502,995
5503,254
5504,914
5505,1547
5506,2032
5507,3036
5508,1749
5509,493
5510,2640
5511,1278
5512,911
5513,1354
5514,936
5515,1018
5516,669
5517,1173
5518,888
5519,1337
5520,1473
5521,1444
5522,927
5523,1542
5524,1186
5525,907
5526,604
5527,1184
5528,1056
5529,1319
5530,2562
5531,3351
5532,1279
5533,1825
5534,2694
5535,2049
5536,964
5537,519
5538,777
5539,837
5540,957
5541,967
5542,975
5543,797
5544,1154
5545,605
5546,1087
5547,933
5548,1871
5549,1457
5550,196
5551,630
5552,664
5553,963
5554,686
5555,4237
5556,1957
5557,-1058
5558,1771
5559,-839
5560,980
5561,655
5562,1103
5563,582
5564,818
5565,912
5566,1061
5567,1095
5568,1312
5569,1054
5570,526
5571,1210
5572,459
5573,591
5574,900
5575,791
5576,779
5577,2150
5578,1899
5579,3974
5580,762
5581,1657
5582,1839
5583,1403
5584,1368
5585,921
5586,1223
5587,1180
5588,1017
5589,913
5590,799
5591,1397
5592,1007
5593,1234
5594,870
5595,1444
5596,839
5597,1483
5598,565
5599,902
5600,1472
5601,2116
5602,63
5603,3493
5604,1074
5605,-412
5606,-100
5607,886
5608,105
5609,1131
5610,1299
5611,884
5612,906
5613,611
5614,1028
5615,548
5616,1617
5617,1144
5618,1496
5619,1349
5620,864
5621,849
5622,1079
5623,1165
5624,1511
5625,1412
5626,2391
5627,440
5628,1710
5629,1865
5630,2584
5631,3226
5632,1198
5633,1019
5634,548
5635,920
5636,1170
5637,947
5638,862
5639,1055
5640,867
5641,922
5642,1663
5643,569
5644,698
5645,1307
5646,935
5647,1327
5648,619
5649,416
5650,753
5651,-838
5652,3254
5653,3713
5654,454
5655,1716
5656,1055
5657,770
5658,732
5659,647
5660,287
5661,1420
5662,884
5663,1127
5664,1086
5665,712
5666,933
5667,339
5668,844
5669,998
5670,924
5671,862
5672,796
5673,1032
5674,3777
5675,805
5676,53
5677,729
5678,4843
5679,1861
5680,957
5681,1408
5682,973
5683,1254
5684,1047
5685,372
5686,1214
5687,907
5688,1053
5689,727
5690,1100
5691,886
5692,1168
5693,691
5694,981
5695,368
5696,1100
5697,982
5698,2322
5699,2561
5700,3042
5701,2325
5702,2301
5703,939
5704,1456
5705,903
5706,1151
5707,870
5708,1499
5709,1047
5710,1051
5711,1427
5712,597
5713,816
5714,1231
5715,1261
5716,621
5717,988
5718,261
5719,687
5720,1394
5721,1489
5722,1779
5723,2401
5724,90
5725,2574
5726,2404
5727,2099
5728,2664
5729,1538
5730,866
5731,741
5732,1507
5733,862
5734,546
5735,879
5736,949
5737,1148
5738,935
5739,1692
5740,967
5741,685
5742,1031
5743,316
5744,1029
5745,902
5746,2727
5747,3084
5748,2119
5749,1909
5750,579
5751,647
5752,390
5753,1222
5754,896
5755,868
5756,417
5757,927
5758,1016
5759,1231
5760,971
5761,838
5762,636
5763,901
5764,1686
5765,879
5766,382
5767,583
5768,461
5769,854
5770,1611
5771,316
5772,2013
5773,1630
5774,1440
5775,2654
5776,943
5777,985
5778,1274
5779,1220
5780,1069
5781,567
5782,1061
5783,952
5784,589
5785,1376
5786,1126
5787,1246
5788,1202
5789,1212
5790,541
5791,886
5792,1306
5793,1041
5794,1949
5795,2822
5796,4110
5797,-146
5798,3177
5799,1118
5800,1178
5801,1079
5802,994
5803,614
5804,1296
5805,477
5806,861
5807,823
5808,1051
5809,926
5810,808
5811,385
5812,1674
5813,1295
5814,1041
5815,940
5816,1437
5817,877
5818,1485
5819,2371
5820,2295
5821,2233
5822,1172
5823,3063
5824,969
5825,655
5826,889
5827,1652
5828,730
5829,840
5830,1106
5831,879
5832,1322
5833,1011
5834,735
5835,415
5836,638
5837,840
5838,570
5839,1016
5840,1302
5841,1171
5842,-995
5843,2586
5844,327
5845,3137
5846,1369
5847,3143
5848,662
5849,282
5850,366
5851,1580
5852,1233
5853,870
5854,1014
5855,1032
5856,681
5857,1186
5858,1706
5859,900
5860,353
5861,907
5862,860
5863,983
5864,772
5865,1810
5866,4153
5867,2159
5868,4671
5869,321
5870,1553
5871,1271
5872,1244
5873,1368
5874,884
5875,989
5876,678
5877,601
5878,1130
5879,1205
5880,1066
5881,753
5882,1186
5883,1420
5884,1417
5885,1184
5886,1564
5887,559
5888,539
5889,1269
5890,1743
5891,1805
5892,1198
5893,3007
5894,850
5895,2081
5896,730
5897,590
5898,991
5899,889
5900,509
5901,1183
5902,660
5903,1218
5904,1044
5905,961
5906,885
5907,931
5908,679
5909,1261
5910,1091
5911,686
5912,1429
5913,1205
5914,1889
5915,845
5916,1946
5917,-807
5918,1005
5919,-985
5920,1672
5921,529
5922,1802
5923,1007
5924,887
5925,889
5926,1020
5927,976
5928,1003
5929,842
5930,834
5931,588
5932,1318
5933,856
5934,1121
5935,549
5936,451
5937,920
5938,2087
5939,4288
5940,1016
5941,2948
5942,93
5943,1400
5944,1969
5945,612
5946,803
5947,1115
5948,1066
5949,1043
5950,919
5951,935
5952,829
5953,773
5954,754
5955,628
5956,1082
5957,1110
5958,1089
5959,1163
5960,1016
5961,872
5962,185
5963,3334
5964,-1281
5965,2100
5966,452
5967,-452
5968,130
5969,439
5970,480
5971,420
5972,707
5973,754
5974,937
5975,839
5976,799
5977,812
5978,1393
5979,1006
5980,1244
5981,745
5982,508
5983,759
5984,962
5985,1280
5986,1772
5987,3256
5988,1862
5989,903
5990,2624
5991,89
5992,1427
5993,516
5994,630
5995,535
5996,561
5997,1120
5998,782
5999,153
6000,943
6001,1156
6002,-23
6003,62
6004,964
6005,683
6006,746
6007,993
6008,823
6009,572
6010,500
6011,856
6012,4650
6013,1742
6014,1228
6015,1927
6016,1255
6017,940
6018,1296
6019,1256
6020,1254
6021,787
6022,1185
6023,1481
6024,1058
6025,1112
6026,1043
6027,1306
6028,891
6029,1186
6030,451
6031,452
6032,623
6033,1821
6034,-328
6035,301
6036,3916
6037,5196
6038,2146
6039,1536
6040,-161
6041,1491
6042,721
6043,1068
6044,589
6045,875
6046,532
6047,919
6048,743
6049,573
6050,494
6051,1347
6052,981
6053,905
6054,1095
6055,927
6056,618
6057,701
6058,783
6059,2454
6060,1586
6061,2088
6062,841
6063,3515
6064,1395
6065,520
6066,651
6067,1589
6068,1387
6069,781
6070,603
6071,1382
6072,1105
6073,1137
6074,1533
6075,388
6076,410
6077,1068
6078,782
6079,917
6080,541
6081,1087
6082,787
6083,2233
6084,-347
6085,1348
6086,1001
6087,1419
6088,369
6089,492
6090,1091
6091,1260
6092,1031
6093,1318
6094,720
6095,946
6096,725
6097,601
6098,1411
6099,1149
6100,947
6101,1203
6102,1004
6103,1137
6104,286
6105,1122
6106,2459
6107,1308
6108,2837
6109,688
6110,1362
6111,1509
6112,825
6113,373
6114,1297
6115,837
6116,1217
6117,987
6118,941
6119,1180
6120,1142
6121,949
6122,386
6123,1441
6124,968
6125,1203
6126,776
6127,765
6128,997
6129,1176
6130,2101
6131,1205
6132,1037
6133,876
6134,2050
6135,1868
6136,-239
6137,867
6138,1239
6139,1337
6140,1062
6141,614
6142,668
6143,789
6144,965
6145,850
6146,474
6147,566
6148,985
6149,1577
6150,842
6151,653
6152,1136
6153,1675
6154,3143
6155,2925
6156,975
6157,2161
6158,1918
6159,1582
6160,1882
6161,533
6162,770
6163,687
6164,713
6165,842
6166,1144
6167,1037
6168,1191
6169,722
6170,797
6171,1065
6172,839
6173,1015
6174,1126
6175,683
6176,1270
6177,989
6178,1098
6179,1791
6180,1953
6181,4085
6182,2604
6183,1990
6184,1010
6185,1223
6186,796
6187,854
6188,902
6189,617
6190,853
6191,860
6192,873
6193,681
6194,1000
6195,1469
6196,349
6197,1024
6198,1119
6199,1287
6200,681
6201,1349
6202,1202
6203,-767
6204,4111
6205,1022
6206,174
6207,1858
6208,2041
6209,798
6210,1007
6211,1566
6212,1459
6213,1025
6214,1192
6215,1002
6216,1026
6217,793
6218,1003
6219,1163
6220,948
6221,1102
6222,841
6223,806
6224,758
6225,2007
6226,29
6227,2753
6228,-1741
6229,4322
6230,1569
6231,1152
6232,598
6233,887
6234,1141
6235,1212
6236,1145
6237,822
6238,413
6239,439
6240,849
6241,957
6242,1929
6243,1100
6244,809
6245,1270
6246,1232
6247,612
6248,1125
6249,734
6250,3074
6251,2948
6252,-192
6253,2516
6254,1154
6255,889
6256,546
6257,495
6258,1112
6259,876
6260,719
6261,768
6262,1136
6263,1001
6264,813
6265,853
6266,1524
6267,-48
6268,891
6269,1535
6270,1154
6271,755
6272,1623
6273,1044
6274,2492
6275,1136
6276,1974
6277,1988
6278,2294
6279,352
6280,1136
6281,212
6282,957
6283,777
6284,982
6285,986
6286,910
6287,1201
6288,1156
6289,1480
6290,800
6291,773
6292,867
6293,1447
6294,843
6295,896
6296,1190
6297,706
6298,1378
6299,762
6300,3939
6301,2428
6302,1426
6303,1800
6304,-43
6305,223
6306,792
6307,915
6308,1683
6309,756
6310,576
6311,1695
6312,621
6313,1152
6314,1256
6315,2059
6316,720
6317,902
6318,717
6319,1013
6320,1061
6321,1016
6322,1695
6323,180
6324,875
6325,2637
6326,2472
6327,1489
6328,509
6329,740
6330,774
6331,1150
6332,1104
6333,826
6334,1006
6335,1055
6336,843
6337,903
6338,864
6339,384
6340,1436
6341,1071
6342,1171
6343,1181
6344,843
6345,1591
6346,3658
6347,2201
6348,1260
6349,2195
6350,-103
6351,1942
6352,634
6353,776
6354,1091
6355,1225
6356,1070
6357,1204
6358,1215
6359,1041
6360,1213
6361,807
6362,1124
6363,548
6364,1195
6365,1023
6366,813
6367,668
6368,562
6369,1216
6370,2147
6371,3911
6372,1464
6373,4156
6374,2182
6375,1595
6376,1203
6377,555
6378,973
6379,1009
6380,1247
6381,1152
6382,441
6383,1286
6384,913
6385,1159
6386,1063
6387,1089
6388,878
6389,1001
6390,940
6391,1114
6392,1067
6393,1118
6394,2007
6395,2081
6396,1852
6397,-358
6398,2868
6399,2293
6400,1855
6401,1040
6402,1171
6403,1258
6404,422
6405,1126
6406,987
6407,1403
6408,1104
6409,749
6410,535
6411,1059
6412,957
6413,665
6414,218
6415,867
6416,862
6417,2088
6418,1170
6419,2307
6420,720
6421,2964
6422,1849
6423,-300
6424,678
6425,930
6426,1236
6427,615
6428,1175
6429,676
6430,1101
6431,437
6432,1402
6433,735
6434,920
6435,520
6436,1082
6437,1274
6438,801
6439,950
6440,923
6441,1107
6442,2336
6443,1361
6444,1516
6445,3201
6446,1299
6447,3207
6448,1116
6449,1102
6450,1213
6451,965
6452,581
6453,1118
6454,1364
6455,915
6456,980
6457,1089
6458,1004
6459,1503
6460,1004
6461,1191
6462,989
6463,1042
6464,1294
6465,1493
6466,931
6467,2400
6468,2188
6469,3884
6470,2717
6471,1541
6472,496
6473,1235
6474,620
6475,1116
6476,783
6477,1042
6478,1112
6479,1147
6480,999
6481,1190
6482,966
6483,794
6484,390
6485,826
6486,1085
6487,1146
6488,908
6489,860
6490,3779
6491,322
6492,726
6493,2445
6494,2001
6495,3964
6496,625
6497,1524
6498,990
6499,720
6500,662
6501,1016
6502,1179
6503,702
6504,1307
6505,1294
6506,697
6507,1018
6508,519
6509,851
6510,923
6511,1301
6512,722
6513,-26
6514,1984
6515,3260
6516,2929
6517,1460
6518,818
6519,815
6520,929
6521,612
6522,659
6523,1023
6524,1187
6525,1035
6526,1056
6527,1075
6528,1178
6529,1570
6530,1521
6531,999
6532,1083
6533,969
6534,704
6535,524
6536,878
6537,1918
6538,1339
6539,1937
6540,-89
6541,3681
6542,2167
6543,1264
6544,2204
6545,826
6546,607
6547,420
6548,936
6549,708
6550,927
6551,1088
6552,836
6553,771
6554,1058
6555,1084
6556,1257
6557,1228
6558,1147
6559,752
6560,1092
6561,1274
6562,3275
6563,1192
6564,2337
6565,-739
6566,3114
6567,614
6568,1374
6569,1286
6570,1434
6571,1021
6572,623
6573,1290
6574,730
6575,888
6576,864
6577,506
6578,332
6579,1492
6580,1325
6581,1129
6582,1141
6583,521
6584,481
6585,1470
6586,1543
6587,4382
6588,3618
6589,874
6590,605
6591,2261
6592,-29
6593,648
6594,594
6595,1086
6596,773
6597,550
6598,771
6599,1206
6600,772
6601,870
6602,984
6603,566
6604,1245
6605,1475
6606,789
6607,988
6608,955
6609,1306
6610,2341
6611,2255
6612,2584
6613,140
6614,508
6615,112
6616,1430
6617,465
6618,899
6619,696
6620,805
6621,1182
6622,1195
6623,385
6624,966
6625,469
6626,1185
6627,1304
6628,618
6629,974
6630,911
6631,829
6632,1046
6633,1631
6634,2596
6635,1927
6636,694
6637,2556
6638,3981
6639,1433
6640,488
6641,783
6642,840
6643,889
6644,1027
6645,689
6646,1314
6647,865
6648,814
6649,933
6650,669
6651,1148
6652,1659
6653,906
6654,750
6655,689
6656,1790
6657,1313
6658,629
6659,774
6660,-868
6661,2540
6662,2140
6663,1673
6664,309
6665,848
6666,879
6667,779
6668,1050
6669,972
6670,757
6671,720
6672,1558
6673,1213
6674,827
6675,1314
6676,1007
6677,1227
6678,1112
6679,1042
6680,995
6681,1341
6682,765
6683,1892
6684,5304
6685,2012
6686,2050
6687,3415
6688,908
6689,1207
6690,1017
6691,818
6692,911
6693,1036
6694,1067
6695,1017
6696,774
6697,1142
6698,981
6699,1335
6700,1241
6701,777
6702,587
6703,1182
6704,884
6705,1487
6706,617
6707,2133
6708,2103
6709,2490
6710,2171
6711,965
6712,1464
6713,1205
6714,1046
6715,767
6716,1007
6717,658
6718,537
6719,1121
6720,835
6721,1151
6722,872
6723,1475
6724,1268
6725,999
6726,860
6727,866
6728,630
6729,1346
6730,235
6731,1230
6732,2666
6733,1996
6734,1378
6735,3360
6736,2113
6737,634
6738,1158
6739,596
6740,1296
6741,830
6742,977
6743,650
6744,1082
6745,709
6746,1352
6747,956
6748,1087
6749,1239
6750,971
6751,1239
6752,761
6753,1213
6754,2082
6755,1301
6756,5267
6757,1307
6758,-819
6759,4129
6760,116
6761,1111
6762,924
6763,798
6764,1140
6765,968
6766,1348
6767,978
6768,916
6769,550
6770,613
6771,821
6772,560
6773,814
6774,762
6775,769
6776,702
6777,865
6778,690
6779,981
6780,2156
6781,1434
6782,2636
6783,852
6784,2057
6785,1172
6786,829
6787,1232
6788,1333
6789,753
6790,753
6791,797
6792,1103
6793,1383
6794,823
6795,1603
6796,1781
6797,755
6798,953
6799,884
6800,1526
6801,365
6802,-835
6803,673
6804,2349
6805,-102
6806,5153
6807,627
6808,252
6809,993
6810,980
6811,1370
6812,1245
6813,1063
6814,815
6815,1016
6816,755
6817,1039
6818,673
6819,1634
6820,1085
6821,675
6822,1052
6823,1034
6824,826
6825,1362
6826,2654
6827,867
6828,1239
6829,1881
6830,2128
6831,1299
6832,364
6833,1089
6834,837
6835,886
6836,944
6837,1176
6838,719
6839,1080
6840,856
6841,280
6842,1039
6843,1414
6844,1215
6845,933
6846,480
6847,941
6848,437
6849,699
6850,3552
6851,3307
6852,3958
6853,1532
6854,1877
6855,2144
6856,1492
6857,1386
6858,587
6859,966
6860,391
6861,723
6862,646
6863,1566
6864,1122
6865,945
6866,560
6867,1706
6868,1143
6869,1799
6870,907
6871,523
6872,777
6873,848
6874,2608
6875,3132
6876,1443
6877,2187
6878,1747
6879,3457
6880,327
6881,965
6882,1009
6883,947
6884,943
6885,965
6886,795
6887,464
6888,1147
6889,758
6890,932
6891,779
6892,663
6893,1318
6894,740
6895,952
6896,1306
6897,842
6898,409
6899,2099
6900,-17
6901,-416
6902,3035
6903,2692
6904,1735
6905,780
6906,898
6907,647
6908,875
6909,660
6910,1221
6911,941
6912,1721
6913,913
6914,657
6915,1475
6916,1448
6917,1131
6918,645
6919,1333
6920,709
6921,973
6922,29
6923,3933
6924,2062
6925,3570
6926,56
6927,846
6928,378
6929,1417
6930,1021
6931,830
6932,550
6933,899
6934,346
6935,798
6936,769
6937,922
6938,1021
6939,436
6940,822
6941,845
6942,1539
6943,1256
6944,699
6945,1658
6946,3093
6947,4423
6948,3442
6949,2009
6950,1003
6951,2893
6952,862
6953,888
6954,692
6955,1465
6956,440
6957,659
6958,140
6959,857
6960,1124
6961,1252
6962,1053
6963,1225
6964,482
6965,939
6966,1227
6967,828
6968,1093
6969,1630
6970,3307
6971,1345
6972,2260
6973,510
6974,632
6975,3604
6976,1826
6977,585
6978,1248
6979,1058
6980,397
6981,1170
6982,615
6983,971
6984,1638
6985,720
6986,635
6987,1195
6988,1290
6989,340
6990,1274
6991,967
6992,345
6993,1961
6994,2346
6995,3082
6996,1251
6997,1906
6998,963
6999,2440
7000,1255
7001,496
7002,1292
7003,1195
7004,694
7005,841
7006,1080
7007,1506
7008,962
7009,1220
7010,767
7011,1154
7012,986
7013,698
7014,1074
7015,580
7016,762
7017,807
7018,916
7019,2883
7020,849
7021,586
7022,1188
7023,1011
7024,1474
7025,585
7026,1014
7027,734
7028,802
7029,796
7030,493
7031,634
7032,1415
7033,961
7034,1184
7035,544
7036,635
7037,645
7038,934
7039,587
7040,2126
7041,1523
7042,439
7043,36
7044,2109
7045,2196
7046,1864
7047,1459
7048,2305
7049,1197
7050,1182
7051,1093
7052,477
7053,798
7054,1092
7055,865
7056,1106
7057,908
7058,361
7059,451
7060,881
7061,1087
7062,1186
7063,537
7064,299
7065,753
7066,924
7067,2228
7068,4557
7069,2902
7070,395
7071,2313
7072,368
7073,780
7074,1895
7075,1555
7076,1298
7077,896
7078,496
7079,1018
7080,945
7081,707
7082,1215
7083,488
7084,539
7085,937
7086,1023
7087,886
7088,772
7089,958
7090,-332
7091,3380
7092,2383
7093,2026
7094,2738
7095,1284
7096,384
7097,780
7098,934
7099,788
7100,1120
7101,1320
7102,1226
7103,1965
7104,997
7105,865
7106,651
7107,-293
7108,1289
7109,943
7110,1005
7111,562
7112,1036
7113,412
7114,1884
7115,2498
7116,349
7117,2438
7118,2757
7119,2426
7120,1158
7121,1200
7122,803
7123,936
7124,1205
7125,1028
7126,938
7127,1267
7128,859
7129,854
7130,1096
7131,-254
7132,337
7133,974
7134,1070
7135,1060
7136,684
7137,2056
7138,1484
7139,-247
7140,2645
7141,-470
7142,2229
7143,1867
7144,659
7145,327
7146,836
7147,1417
7148,1437
7149,1362
7150,1004
7151,1525
7152,1177
7153,949
7154,1153
7155,1375
7156,1151
7157,1268
7158,956
7159,684
7160,1277
7161,1655
7162,2206
7163,2102
7164,-1
7165,639
7166,965
7167,1527
7168,2382
7169,1402
7170,1347
7171,701
7172,1241
7173,801
7174,836
7175,603
7176,610
7177,870
7178,936
7179,900
7180,1496
7181,793
7182,587
7183,633
7184,989
7185,1605
7186,2120
7187,-879
7188,2329
7189,2374
7190,2187
7191,2113
7192,789
7193,306
7194,932
7195,974
7196,824
7197,523
7198,1219
7199,810
7200,1343
7201,1221
7202,873
7203,1347
7204,1128
7205,1054
7206,789
7207,629
7208,1119
7209,1401
7210,2028
7211,3723
7212,1773
7213,2937
7214,1177
7215,1432
7216,1086
7217,1015
7218,834
7219,1573
7220,286
7221,849
7222,584
7223,726
7224,1340
7225,1075
7226,1537
7227,1227
7228,597
7229,1144
7230,517
7231,618
7232,1326
7233,549
7234,2111
7235,3529
7236,-988
7237,634
7238,-230
7239,755
7240,1307
7241,336
7242,1153
7243,1029
7244,677
7245,957
7246,991
7247,1072
7248,875
7249,1310
7250,785
7251,1067
7252,1433
7253,866
7254,945
7255,1179
7256,981
7257,808
7258,3780
7259,1951
7260,3662
7261,2587
7262,2275
7263,1113
7264,795
7265,1260
7266,742
7267,1050
7268,911
7269,810
7270,345
7271,682
7272,1220
7273,587
7274,1336
7275,969
7276,784
7277,865
7278,790
7279,1229
7280,984
7281,1225
7282,344
7283,2509
7284,3896
7285,1080
7286,2744
7287,1639
7288,1388
7289,831
7290,1152
7291,898
7292,841
7293,227
7294,808
7295,1118
7296,1499
7297,579
7298,1080
7299,-24
7300,712
7301,1108
7302,986
7303,1368
7304,607
7305,1497
7306,2031
7307,4963
7308,1510
7309,2194
7310,1313
7311,3222
7312,1218
7313,565
7314,614
7315,941
7316,1068
7317,788
7318,907
7319,930
7320,1122
7321,907
7322,111
7323,585
7324,1033
7325,1305
7326,1340
7327,469
7328,520
7329,830
7330,2461
7331,-323
7332,2305
7333,391
7334,2118
7335,1177
7336,765
7337,1180
7338,1182
7339,1334
7340,776
7341,693
7342,657
7343,795
7344,942
7345,951
7346,1822
7347,966
7348,95
7349,823
7350,1251
7351,393
7352,499
7353,645
7354,2628
7355,3232
7356,1430
7357,634
7358,2047
7359,2000
7360,1119
7361,1221
7362,1263
7363,933
7364,960
7365,918
7366,986
7367,1160
7368,989
7369,781
7370,806
7371,1597
7372,736
7373,1006
7374,1019
7375,369
7376,833
7377,1048
7378,-274
7379,2436
7380,1577
7381,-393
7382,2393
7383,2305
7384,1646
7385,1365
7386,875
7387,797
7388,1009
7389,975
7390,793
7391,712
7392,1302
7393,1051
7394,1216
7395,1091
7396,851
7397,721
7398,625
7399,1139
7400,635
7401,1300
7402,1427
7403,4099
7404,1426
7405,825
7406,1454
7407,3837
7408,1374
7409,1250
7410,617
7411,822
7412,542
7413,691
7414,450
7415,1754
7416,1148
7417,923
7418,1087
7419,875
7420,1029
7421,1452
7422,997
7423,713
7424,328
7425,902
7426,1370
7427,2835
7428,74
7429,3839
7430,3255
7431,1796
7432,615
7433,1486
7434,945
7435,824
7436,1415
7437,755
7438,1110
7439,1228
7440,1411
7441,968
7442,1001
7443,894
7444,1313
7445,1240
7446,889
7447,583
7448,723
7449,1271
7450,2947
7451,714
7452,5401
7453,298
7454,1755
7455,2042
7456,1617
7457,607
7458,456
7459,702
7460,950
7461,666
7462,1123
7463,323
7464,892
7465,1032
7466,932
7467,1411
7468,1275
7469,901
7470,1015
7471,908
7472,624
7473,1667
7474,2938
7475,1297
7476,3520
7477,-1057
7478,2090
7479,3451
7480,576
7481,671
7482,1044
7483,823
7484,793
7485,722
7486,1232
7487,579
7488,953
7489,706
7490,764
7491,1245
7492,791
7493,500
7494,1214
7495,897
7496,1011
7497,1614
7498,1066
7499,2616
7500,2875
7501,2697
7502,4042
7503,2059
7504,890
7505,1768
7506,836
7507,1002
7508,1555
7509,876
7510,704
7511,1431
7512,1282
7513,814
7514,1284
7515,1234
7516,397
7517,482
7518,1155
7519,984
7520,1002
7521,1396
7522,1812
7523,644
7524,620
7525,1919
7526,2385
7527,771
7528,760
7529,316
7530,1251
7531,746
7532,1041
7533,701
7534,652
7535,901
7536,1299
7537,618
7538,825
7539,584
7540,955
7541,696
7542,1162
7543,1490
7544,935
7545,1521
7546,1427
7547,1417
7548,2990
7549,-264
7550,-88
7551,287
7552,747
7553,857
7554,1346
7555,1304
7556,865
7557,444
7558,1011
7559,1267
7560,1147
7561,1073
7562,997
7563,694
7564,1335
7565,1161
7566,759
7567,570
7568,905
7569,448
7570,1677
7571,2951
7572,3893
7573,928
7574,586
7575,3576
7576,1218
7577,920
7578,474
7579,1050
7580,1009
7581,1286
7582,1233
7583,1385
7584,1726
7585,600
7586,1002
7587,1042
7588,802
7589,906
7590,1339
7591,1386
7592,642
7593,1522
7594,1095
7595,3855
7596,3581
7597,1839
7598,3741
7599,1262
7600,827
7601,517
7602,96
7603,1045
7604,827
7605,1111
7606,860
7607,1350
7608,550
7609,1220
7610,1197
7611,968
7612,1328
7613,752
7614,893
7615,522
7616,465
7617,1828
7618,3029
7619,4498
7620,2687
7621,3239
7622,939
7623,-219
7624,759
7625,814
7626,875
7627,546
7628,1262
7629,1003
7630,650
7631,873
7632,1163
7633,1298
7634,1015
7635,1125
7636,1451
7637,1297
7638,595
7639,903
7640,322
7641,1997
7642,2780
7643,2814
7644,3923
7645,1814
7646,397
7647,1115
7648,1149
7649,1303
7650,1329
7651,707
7652,978
7653,1461
7654,1147
7655,1103
7656,1216
7657,864
7658,1192
7659,333
7660,1668
7661,890
7662,653
7663,992
7664,1765
7665,1701
7666,2136
7667,-804
7668,1498
7669,2008
7670,3557
7671,1770
7672,1592
7673,951
7674,1532
7675,985
7676,764
7677,812
7678,1031
7679,484
7680,889
7681,1174
7682,1150
7683,755
7684,508
7685,1451
7686,990
7687,579
7688,1060
7689,596
7690,384
7691,4443
7692,1473
7693,1641
7694,388
7695,3172
7696,-92
7697,1048
7698,1021
7699,1337
7700,1066
7701,992
7702,638
7703,1098
7704,1103
7705,1269
7706,1359
7707,831
7708,1294
7709,962
7710,1272
7711,827
7712,220
7713,1181
7714,3864
7715,3819
7716,1976
7717,2124
7718,2623
7719,398
7720,979
7721,1163
7722,726
7723,1297
7724,1210
7725,877
7726,917
7727,894
7728,752
7729,452
7730,814
7731,557
7732,990
7733,559
7734,1331
7735,1118
7736,958
7737,224
7738,1787
7739,2065
7740,739
7741,741
7742,2373
7743,1600
7744,667
7745,717
7746,911
7747,1367
7748,494
7749,1099
7750,1018
7751,747
7752,1348
7753,805
7754,669
7755,1421
7756,871
7757,983
7758,669
7759,862
7760,1015
7761,1290
7762,74
7763,2694
7764,1940
7765,1499
7766,2137
7767,683
7768,1818
7769,473
7770,937
7771,540
7772,1123
7773,926
7774,989
7775,1234
7776,867
7777,794
7778,822
7779,986
7780,1309
7781,851
7782,1237
7783,1157
7784,1028
7785,1011
7786,494
7787,439
7788,4711
7789,2936
7790,1884
7791,1612
7792,1153
7793,665
7794,1109
7795,692
7796,1595
